year,county,State,industry,GreatLakeConsumption,GroundwaterConsumption,InlandConsumption,AllConsumption,Industry Rank
2020,Muskegon,Michigan,Irrigation,0,535399755,224081515,759481270,3
2020,Muskegon,Michigan,Other,0,45792000,515718000,561510000,4
2020,Muskegon,Michigan,Livestock,0,215365200,0,215365200,5
2020,Muskegon,Michigan,Commercial-Institutional,0,4610500,0,4610500,6
2020,Muskegon,Michigan,Electric Power Generation,0,0,0,0,7
2020,Newaygo,Michigan,Irrigation,0,1207690940,205138197,1412829137,1
2020,Newaygo,Michigan,Public Water Supply,0,501526400,0,501526400,2
2020,Newaygo,Michigan,Livestock,0,216530316,109728000,326258316,3
2020,Newaygo,Michigan,Industrial-Manufacturing,0,5766980,0,5766980,4
2020,Newaygo,Michigan,Other,0,23400,0,23400,5
2020,Newaygo,Michigan,Commercial-Institutional,0,0,0,0,6
2020,Newaygo,Michigan,Electric Power Generation,0,0,0,0,6
2020,Oakland,Michigan,Public Water Supply,0,7975141709,0,7975141709,1
2020,Oakland,Michigan,Industrial-Manufacturing,0,621617807,3094204300,3715822107,2
2020,Oakland,Michigan,Other,0,1876991984,996484200,2873476184,3
2020,Oakland,Michigan,Irrigation,0,1082973446,604735551,1687708997,4
2020,Oakland,Michigan,Commercial-Institutional,0,14295086,0,14295086,5
2020,Oakland,Michigan,Electric Power Generation,0,0,0,0,6
2020,Oakland,Michigan,Livestock,0,0,0,0,6
2020,Oceana,Michigan,Irrigation,0,914617017,159173994,1073791011,1
2020,Oceana,Michigan,Public Water Supply,0,399339599,0,399339599,2
2020,Oceana,Michigan,Industrial-Manufacturing,0,342582163,0,342582163,3
2020,Oceana,Michigan,Livestock,0,26759810,0,26759810,4
2020,Oceana,Michigan,Commercial-Institutional,0,7713270,641500,8354770,5
2020,Oceana,Michigan,Other,0,3985147,0,3985147,6
2020,Oceana,Michigan,Electric Power Generation,0,0,0,0,7
2020,Ogemaw,Michigan,Industrial-Manufacturing,0,0,244800000,244800000,1
2020,Ogemaw,Michigan,Public Water Supply,0,120408270,0,120408270,2
2020,Ogemaw,Michigan,Irrigation,0,33413219,37975920,71389139,3
2020,Ogemaw,Michigan,Livestock,0,6165491,0,6165491,4
2020,Ogemaw,Michigan,Commercial-Institutional,0,2292000,0,2292000,5
2020,Ogemaw,Michigan,Electric Power Generation,0,0,0,0,6
2020,Ogemaw,Michigan,Other,0,0,0,0,6
2020,Ontonagon,Michigan,Public Water Supply,80357000,25775200,0,106132200,1
2020,Ontonagon,Michigan,Commercial-Institutional,0,0,0,0,2
2020,Ontonagon,Michigan,Electric Power Generation,0,0,0,0,2
2020,Ontonagon,Michigan,Industrial-Manufacturing,0,0,0,0,2
2020,Ontonagon,Michigan,Irrigation,0,0,0,0,2
2020,Ontonagon,Michigan,Livestock,0,0,0,0,2
2020,Ontonagon,Michigan,Other,0,0,0,0,2
2020,Osceola,Michigan,Public Water Supply,0,473385433,0,473385433,1
2020,Osceola,Michigan,Industrial-Manufacturing,0,233270032,34992000,268262032,2
2020,Osceola,Michigan,Irrigation,0,103053744,51000000,154053744,3
2020,Osceola,Michigan,Commercial-Institutional,0,1698232,3272800,4971032,4
2020,Osceola,Michigan,Livestock,0,1750000,0,1750000,5
2020,Osceola,Michigan,Electric Power Generation,0,0,0,0,6
2020,Osceola,Michigan,Other,0,0,0,0,6
2020,Oscoda,Michigan,Irrigation,0,32900000,74500000,107400000,1
2020,Oscoda,Michigan,Public Water Supply,0,21783900,0,21783900,2
2020,Oscoda,Michigan,Other,0,56000,0,56000,3
2020,Oscoda,Michigan,Commercial-Institutional,0,0,0,0,4
2020,Oscoda,Michigan,Electric Power Generation,0,0,0,0,4
2020,Oscoda,Michigan,Industrial-Manufacturing,0,0,0,0,4
2020,Oscoda,Michigan,Livestock,0,0,0,0,4
2020,Otsego,Michigan,Public Water Supply,0,340697721,0,340697721,1
2020,Otsego,Michigan,Irrigation,0,203266195,3800000,207066195,2
2020,Otsego,Michigan,Industrial-Manufacturing,0,725305,0,725305,3
2020,Otsego,Michigan,Commercial-Institutional,0,0,0,0,4
2020,Otsego,Michigan,Electric Power Generation,0,0,0,0,4
2020,Otsego,Michigan,Livestock,0,0,0,0,4
2020,Otsego,Michigan,Other,0,0,0,0,4
2020,Ottawa,Michigan,Electric Power Generation,222648084854,399760799,4573650000,227621495653,1
2020,Ottawa,Michigan,Public Water Supply,7746288000,85661400,0,7831949400,2
2020,Ottawa,Michigan,Irrigation,0,2248271223,946448318,3194719541,3
2020,Ottawa,Michigan,Industrial-Manufacturing,0,82619308,164835000,247454308,4
2020,Ottawa,Michigan,Livestock,0,62288800,275000,62563800,5
2020,Ottawa,Michigan,Other,0,35741350,0,35741350,6
2020,Ottawa,Michigan,Commercial-Institutional,0,10854775,827500,11682275,7
2020,Presque Isle,Michigan,Industrial-Manufacturing,1736304160,9030032234,8243282380,19009618774,1
2020,Presque Isle,Michigan,Public Water Supply,0,147014012,0,147014012,2
2020,Presque Isle,Michigan,Irrigation,0,44259428,54057600,98317028,3
2020,Presque Isle,Michigan,Commercial-Institutional,0,235060,0,235060,4
2020,Presque Isle,Michigan,Electric Power Generation,0,0,0,0,5
2020,Presque Isle,Michigan,Livestock,0,0,0,0,5
2020,Presque Isle,Michigan,Other,0,0,0,0,5
2020,Roscommon,Michigan,Irrigation,0,58419151,21362120,79781271,1
2020,Roscommon,Michigan,Public Water Supply,0,64470561,0,64470561,2
2020,Roscommon,Michigan,Industrial-Manufacturing,0,0,16665600,16665600,3
2020,Roscommon,Michigan,Commercial-Institutional,0,11863844,2337613,14201457,4
2020,Roscommon,Michigan,Livestock,0,503000,0,503000,5
2020,Roscommon,Michigan,Electric Power Generation,0,0,0,0,6
2020,Roscommon,Michigan,Other,0,0,0,0,6
2020,Saginaw,Michigan,Irrigation,0,340305644,129113538,469419182,1
2020,Saginaw,Michigan,Public Water Supply,0,150645800,0,150645800,2
2020,Saginaw,Michigan,Livestock,0,2448000,0,2448000,3
2020,Saginaw,Michigan,Commercial-Institutional,0,0,0,0,4
2020,Saginaw,Michigan,Electric Power Generation,0,0,0,0,4
2020,Saginaw,Michigan,Industrial-Manufacturing,0,0,0,0,4
2020,Saginaw,Michigan,Other,0,0,0,0,4
2020,Saint Clair,Michigan,Electric Power Generation,305059466667,0,0,305059466667,1
2020,Saint Clair,Michigan,Industrial-Manufacturing,4396983898,1716726,0,4398700624,2
2020,Saint Clair,Michigan,Irrigation,66211771,107141900,57127752,230481423,3
2020,Saint Clair,Michigan,Other,0,0,1490000,1490000,4
2020,Saint Clair,Michigan,Commercial-Institutional,0,37000,0,37000,5
2020,Saint Clair,Michigan,Livestock,0,0,0,0,6
2020,Saint Joseph,Michigan,Irrigation,0,17542818393,5033106013,22575924406,1
2020,Saint Joseph,Michigan,Industrial-Manufacturing,0,712891797,62763586,775655383,2
2020,Saint Joseph,Michigan,Commercial-Institutional,0,121167427,0,121167427,3
2020,Saint Joseph,Michigan,Livestock,0,19551085,0,19551085,4
2020,Saint Joseph,Michigan,Other,0,244000,0,244000,5
2020,Saint Joseph,Michigan,Electric Power Generation,0,0,0,0,6
2020,Sanilac,Michigan,Public Water Supply,110901000,509562987,0,620463988,1
2020,Sanilac,Michigan,Irrigation,10712163,241875440,269418606,522006209,2
2020,Sanilac,Michigan,Industrial-Manufacturing,0,24742189,45120000,69862189,3
2020,Sanilac,Michigan,Other,0,378000,20655000,21033000,4
2020,Sanilac,Michigan,Commercial-Institutional,0,447100,0,447100,5
2020,Sanilac,Michigan,Electric Power Generation,0,0,0,0,6
2020,Sanilac,Michigan,Livestock,0,0,0,0,6
2020,Schoolcraft,Michigan,Industrial-Manufacturing,1776836000,466995,929855000,2707157995,1
2020,Schoolcraft,Michigan,Livestock,0,235088000,737856000,972944000,2
2020,Schoolcraft,Michigan,Public Water Supply,146347000,10219099,0,156566099,3
2020,Schoolcraft,Michigan,Irrigation,0,10182857,11499000,21681857,4
2020,Schoolcraft,Michigan,Commercial-Institutional,0,0,0,0,5
2020,Schoolcraft,Michigan,Electric Power Generation,0,0,0,0,5
2020,Schoolcraft,Michigan,Other,0,0,0,0,5
2020,Shiawassee,Michigan,Public Water Supply,0,888799944,0,888799944,1
2020,Shiawassee,Michigan,Livestock,0,62839500,0,62839500,2
2020,Shiawassee,Michigan,Irrigation,0,27886498,19911498,47797996,3
2020,Shiawassee,Michigan,Industrial-Manufacturing,0,865000,36610000,37475000,4
2020,Shiawassee,Michigan,Other,0,219562,0,219562,5
2020,Shiawassee,Michigan,Commercial-Institutional,0,0,0,0,6
2020,Shiawassee,Michigan,Electric Power Generation,0,0,0,0,6
2020,Tuscola,Michigan,Irrigation,0,445470847,814752075,1260222922,1
2020,Tuscola,Michigan,Public Water Supply,0,658988599,0,658988599,2
2020,Tuscola,Michigan,Industrial-Manufacturing,0,0,88136250,88136250,3
2020,Tuscola,Michigan,Livestock,0,44814900,0,44814900,4
2020,Tuscola,Michigan,Commercial-Institutional,0,0,0,0,5
2020,Tuscola,Michigan,Electric Power Generation,0,0,0,0,5
2020,Tuscola,Michigan,Other,0,0,0,0,5
2020,Van Buren,Michigan,Electric Power Generation,45563740051,0,0,45563740051,1
2020,Van Buren,Michigan,Irrigation,0,6248140714,556905164,6805045878,2
2020,Van Buren,Michigan,Public Water Supply,590738000,736881910,0,1327619910,3
2020,Van Buren,Michigan,Industrial-Manufacturing,0,489154699,0,489154699,4
2020,Van Buren,Michigan,Livestock,0,58374400,0,58374400,5
2020,Van Buren,Michigan,Commercial-Institutional,0,4200674,0,4200674,6
2020,Van Buren,Michigan,Other,0,846410,0,846410,7
2020,Washtenaw,Michigan,Public Water Supply,0,2164843830,3929644350,6094488180,1
2020,Washtenaw,Michigan,Irrigation,0,1080925844,255410346,1336336190,2
2020,Washtenaw,Michigan,Industrial-Manufacturing,0,137393099,455257849,592650948,3
2020,Washtenaw,Michigan,Livestock,0,110688000,0,110688000,4
2020,Washtenaw,Michigan,Commercial-Institutional,0,35943628,0,35943628,5
2020,Washtenaw,Michigan,Other,0,2244000,0,2244000,6
2020,Washtenaw,Michigan,Electric Power Generation,0,0,0,0,7
2020,Wayne,Michigan,Electric Power Generation,112162460000,0,69127870000,181290330000,1
2020,Wayne,Michigan,Public Water Supply,161178737000,0,0,161178737000,2
2020,Wayne,Michigan,Industrial-Manufacturing,53896163400,579229108,80797932885,135273325393,3
2020,Wayne,Michigan,Irrigation,26509016,222905533,255644796,505059345,4
2020,Wayne,Michigan,Commercial-Institutional,102700000,2158000,0,104858000,5
2020,Wayne,Michigan,Other,4462400,8652000,0,13114400,6
2020,Wayne,Michigan,Livestock,0,0,0,0,7
2020,Wexford,Michigan,Livestock,0,1059681140,0,1059681140,1
2020,Wexford,Michigan,Public Water Supply,0,823263100,0,823263100,2
2020,Wexford,Michigan,Irrigation,0,384722973,23040000,407762973,3
2020,Wexford,Michigan,Commercial-Institutional,0,42763607,0,42763607,4
2020,Wexford,Michigan,Other,0,63450,0,63450,5
2020,Wexford,Michigan,Electric Power Generation,0,0,0,0,6
2020,Wexford,Michigan,Industrial-Manufacturing,0,0,0,0,6
2021,Alcona,Michigan,Electric Power Generation,0,137388000,0,137388000,1
2021,Alcona,Michigan,Irrigation,0,21488308,8599070,30087378,2
2021,Alcona,Michigan,Public Water Supply,0,20577600,0,20577600,3
2021,Alcona,Michigan,Commercial-Institutional,0,22450,0,22450,4
2021,Alcona,Michigan,Industrial-Manufacturing,0,0,0,0,5
2021,Alcona,Michigan,Livestock,0,0,0,0,5
2021,Alcona,Michigan,Other,0,0,0,0,5
2021,Alger,Michigan,Industrial-Manufacturing,1212240000,80950494,0,1293190494,1
2021,Alger,Michigan,Public Water Supply,0,125120400,0,125120400,2
2021,Alger,Michigan,Irrigation,0,5055000,0,5055000,3
2021,Alger,Michigan,Commercial-Institutional,0,1604000,0,1604000,4
2021,Alger,Michigan,Electric Power Generation,0,0,0,0,5
2021,Alger,Michigan,Livestock,0,0,0,0,5
2021,Alger,Michigan,Other,0,0,0,0,5
2021,Allegan,Michigan,Irrigation,0,2663805413,2216509883,4880315296,1
2021,Allegan,Michigan,Industrial-Manufacturing,0,1104186694,1797906300,2902092994,2
2021,Allegan,Michigan,Public Water Supply,0,1549559729,0,1549559729,3
2021,Allegan,Michigan,Other,0,457226504,106318130,563544634,4
2021,Allegan,Michigan,Livestock,0,121334010,121334010,242668020,5
2021,Allegan,Michigan,Commercial-Institutional,0,32236244,0,32236244,6
2021,Allegan,Michigan,Electric Power Generation,0,0,0,0,7
2021,Alpena,Michigan,Electric Power Generation,1808205868,0,1210940000,3019145868,1
2021,Alpena,Michigan,Industrial-Manufacturing,0,0,1401641598,1401641598,2
2021,Alpena,Michigan,Public Water Supply,642710000,1331664,0,644041664,3
2021,Alpena,Michigan,Irrigation,0,12926000,59731428,72657428,4
2021,Alpena,Michigan,Commercial-Institutional,0,0,0,0,5
2021,Alpena,Michigan,Livestock,0,0,0,0,5
2021,Alpena,Michigan,Other,0,0,0,0,5
2021,Antrim,Michigan,Irrigation,0,1705466847,23131682,1728598529,1
2021,Antrim,Michigan,Public Water Supply,0,380718520,0,380718520,2
2021,Antrim,Michigan,Industrial-Manufacturing,0,73108907,0,73108907,3
2021,Antrim,Michigan,Other,0,420400,0,420400,4
2021,Antrim,Michigan,Commercial-Institutional,0,145000,0,145000,5
2021,Antrim,Michigan,Electric Power Generation,0,0,0,0,6
2021,Antrim,Michigan,Livestock,0,0,0,0,6
2021,Arenac,Michigan,Public Water Supply,17628792000,5751100,0,17634543100,1
2021,Arenac,Michigan,Irrigation,0,9198511,28241005,37439516,2
2021,Arenac,Michigan,Commercial-Institutional,0,2880855,235325,3116180,3
2021,Arenac,Michigan,Electric Power Generation,0,0,0,0,4
2021,Arenac,Michigan,Industrial-Manufacturing,0,0,0,0,4
2021,Arenac,Michigan,Livestock,0,0,0,0,4
2021,Arenac,Michigan,Other,0,0,0,0,4
2021,Baraga,Michigan,Electric Power Generation,4571540000,0,0,4571540000,1
2021,Baraga,Michigan,Public Water Supply,155372000,0,0,155372000,2
2021,Baraga,Michigan,Industrial-Manufacturing,80283492,0,0,80283492,3
2021,Baraga,Michigan,Commercial-Institutional,0,0,0,0,4
2021,Baraga,Michigan,Irrigation,0,0,0,0,4
2021,Baraga,Michigan,Livestock,0,0,0,0,4
2021,Baraga,Michigan,Other,0,0,0,0,4
2021,Barry,Michigan,Irrigation,0,1123164710,334752926,1457917636,1
2021,Barry,Michigan,Public Water Supply,0,557531309,0,557531309,2
2021,Barry,Michigan,Livestock,0,125736661,125736661,251473322,3
2021,Barry,Michigan,Industrial-Manufacturing,0,153092706,83200000,236292706,4
2021,Barry,Michigan,Commercial-Institutional,0,3078000,0,3078000,5
2021,Barry,Michigan,Other,0,671059,0,671059,6
2021,Barry,Michigan,Electric Power Generation,0,0,0,0,7
2021,Bay,Michigan,Electric Power Generation,0,0,102235533382,102235533382,1
2021,Bay,Michigan,Public Water Supply,2835181000,0,0,2835181000,2
2021,Bay,Michigan,Industrial-Manufacturing,0,379500,759233492,759612992,3
2021,Bay,Michigan,Irrigation,0,33301918,352972647,386274565,4
2021,Bay,Michigan,Commercial-Institutional,0,0,0,0,5
2021,Bay,Michigan,Livestock,0,0,0,0,5
2021,Bay,Michigan,Other,0,0,0,0,5
2021,Benzie,Michigan,Livestock,0,194017189,194017189,388034378,1
2021,Benzie,Michigan,Irrigation,0,304199085,0,304199085,2
2021,Benzie,Michigan,Public Water Supply,0,253488300,0,253488300,3
2021,Benzie,Michigan,Industrial-Manufacturing,0,51832322,0,51832322,4
2021,Benzie,Michigan,Commercial-Institutional,0,8105900,0,8105900,5
2021,Benzie,Michigan,Other,0,107000,0,107000,6
2021,Benzie,Michigan,Electric Power Generation,0,0,0,0,7
2021,Berrien,Michigan,Electric Power Generation,813202300000,0,0,813202300000,1
2021,Berrien,Michigan,Public Water Supply,3320102000,1291369914,0,4611471914,2
2021,Berrien,Michigan,Irrigation,1680000,1740260811,508832572,2250773383,3
2021,Berrien,Michigan,Industrial-Manufacturing,0,326771574,0,326771574,4
2021,Berrien,Michigan,Commercial-Institutional,0,5066802,0,5066802,5
2021,Berrien,Michigan,Other,0,4025081,0,4025081,6
2021,Berrien,Michigan,Livestock,0,0,0,0,7
2021,Branch,Michigan,Irrigation,0,4021990165,1784897644,5806887809,1
2021,Branch,Michigan,Public Water Supply,0,1358687330,0,1358687330,2
2021,Branch,Michigan,Industrial-Manufacturing,0,4360000,168694519,173054519,3
2021,Branch,Michigan,Livestock,0,19842000,19842000,39684000,4
2021,Branch,Michigan,Commercial-Institutional,0,1291310,0,1291310,5
2021,Branch,Michigan,Other,0,42500,0,42500,6
2021,Branch,Michigan,Electric Power Generation,0,0,0,0,7
2021,Calhoun,Michigan,Public Water Supply,0,4361286400,0,4361286400,1
2021,Calhoun,Michigan,Irrigation,0,1458816731,478114390,1936931121,2
2021,Calhoun,Michigan,Industrial-Manufacturing,0,1542886611,347093059,1889979670,3
2021,Calhoun,Michigan,Other,0,135352000,0,135352000,4
2021,Calhoun,Michigan,Commercial-Institutional,0,107326262,0,107326262,5
2021,Calhoun,Michigan,Electric Power Generation,0,0,0,0,6
2021,Calhoun,Michigan,Livestock,0,0,0,0,6
2021,Cass,Michigan,Irrigation,0,7808571148,412145446,8220716594,1
2021,Cass,Michigan,Public Water Supply,0,445154339,0,445154339,2
2021,Cass,Michigan,Industrial-Manufacturing,0,118701000,274581453,393282453,3
2021,Cass,Michigan,Other,0,202030400,0,202030400,4
2021,Cass,Michigan,Livestock,0,20700824,20700824,41401648,5
2021,Cass,Michigan,Commercial-Institutional,0,5603700,3000000,8603700,6
2021,Cass,Michigan,Electric Power Generation,0,0,0,0,7
2021,Charlevoix,Michigan,Industrial-Manufacturing,0,4554948721,0,4554948721,1
2021,Charlevoix,Michigan,Public Water Supply,229553000,551331577,0,780884577,2
2021,Charlevoix,Michigan,Irrigation,0,40798061,16366000,57164061,3
2021,Charlevoix,Michigan,Commercial-Institutional,0,1272090,0,1272090,4
2021,Charlevoix,Michigan,Electric Power Generation,0,0,0,0,5
2021,Charlevoix,Michigan,Livestock,0,0,0,0,5
2021,Charlevoix,Michigan,Other,0,0,0,0,5
2021,Cheboygan,Michigan,Public Water Supply,0,287321214,0,287321214,1
2021,Cheboygan,Michigan,Industrial-Manufacturing,0,3166612,258534600,261701212,2
2021,Cheboygan,Michigan,Irrigation,0,55188030,17059138,72247168,3
2021,Cheboygan,Michigan,Commercial-Institutional,0,3094434,0,3094434,4
2021,Cheboygan,Michigan,Other,0,0,116000,116000,5
2021,Cheboygan,Michigan,Electric Power Generation,0,0,0,0,6
2021,Cheboygan,Michigan,Livestock,0,0,0,0,6
2021,Chippewa,Michigan,Public Water Supply,512365000,327225814,0,839590814,1
2021,Chippewa,Michigan,Industrial-Manufacturing,787650000,0,0,787650000,2
2021,Chippewa,Michigan,Irrigation,4000000,34170395,0,38170395,3
2021,Chippewa,Michigan,Livestock,0,990000,990000,1980000,4
2021,Chippewa,Michigan,Commercial-Institutional,0,0,0,0,5
2021,Chippewa,Michigan,Electric Power Generation,0,0,0,0,5
2021,Chippewa,Michigan,Other,0,0,0,0,5
2021,Clare,Michigan,Industrial-Manufacturing,0,28992700,484980000,513972700,1
2021,Clare,Michigan,Public Water Supply,0,429906318,0,429906318,2
2021,Clare,Michigan,Livestock,0,56985000,56985000,113970000,3
2021,Clare,Michigan,Irrigation,0,92014878,0,92014878,4
2021,Clare,Michigan,Commercial-Institutional,0,2028400,0,2028400,5
2021,Clare,Michigan,Electric Power Generation,0,0,0,0,6
2021,Clare,Michigan,Other,0,0,0,0,6
2021,Clinton,Michigan,Livestock,0,404174992,404174992,808349984,1
2021,Clinton,Michigan,Public Water Supply,0,788065127,0,788065127,2
2021,Clinton,Michigan,Irrigation,0,377392200,286201711,663593911,3
2021,Clinton,Michigan,Industrial-Manufacturing,0,191954795,160457102,352411897,4
2021,Clinton,Michigan,Commercial-Institutional,0,3943000,0,3943000,5
2021,Clinton,Michigan,Other,0,1200,0,1200,6
2021,Clinton,Michigan,Electric Power Generation,0,0,0,0,7
2021,Crawford,Michigan,Irrigation,0,38272252,143058800,181331052,1
2021,Crawford,Michigan,Public Water Supply,0,131219126,0,131219126,2
2021,Crawford,Michigan,Electric Power Generation,0,90718410,0,90718410,3
2021,Crawford,Michigan,Industrial-Manufacturing,0,47362400,0,47362400,4
2021,Crawford,Michigan,Commercial-Institutional,0,17285712,0,17285712,5
2021,Crawford,Michigan,Livestock,0,0,0,0,6
2021,Crawford,Michigan,Other,0,0,0,0,6
2021,Delta,Michigan,Industrial-Manufacturing,13721131500,48757070,205237507,13975126077,1
2021,Delta,Michigan,Public Water Supply,682354000,22314940,0,704668940,2
2021,Delta,Michigan,Other,0,524880000,0,524880000,3
2021,Delta,Michigan,Irrigation,193000,1466332,21332407,22991739,4
2021,Delta,Michigan,Commercial-Institutional,0,0,0,0,5
2021,Delta,Michigan,Electric Power Generation,0,0,0,0,5
2021,Delta,Michigan,Livestock,0,0,0,0,5
2021,Dickinson,Michigan,Industrial-Manufacturing,0,9814700,7196000000,7205814700,1
2021,Dickinson,Michigan,Public Water Supply,0,685849928,0,685849928,2
2021,Dickinson,Michigan,Irrigation,0,13824000,25041000,38865000,3
2021,Dickinson,Michigan,Commercial-Institutional,0,0,0,0,4
2021,Dickinson,Michigan,Electric Power Generation,0,0,0,0,4
2021,Dickinson,Michigan,Livestock,0,0,0,0,4
2021,Dickinson,Michigan,Other,0,0,0,0,4
2021,Eaton,Michigan,Public Water Supply,0,1003343700,0,1003343700,1
2021,Eaton,Michigan,Electric Power Generation,0,0,370370317,370370317,2
2021,Eaton,Michigan,Irrigation,0,76664357,19341881,96006238,3
2021,Eaton,Michigan,Industrial-Manufacturing,0,3431888,0,3431888,4
2021,Eaton,Michigan,Commercial-Institutional,0,1200,800,2000,5
2021,Eaton,Michigan,Livestock,0,0,0,0,6
2021,Eaton,Michigan,Other,0,0,0,0,6
2021,Emmet,Michigan,Livestock,0,1552709088,1552709088,3105418176,1
2021,Emmet,Michigan,Public Water Supply,0,1212151194,0,1212151194,2
2021,Emmet,Michigan,Irrigation,61882927,382311918,20385000,464579845,3
2021,Emmet,Michigan,Other,0,195623261,121824000,317447261,4
2021,Emmet,Michigan,Commercial-Institutional,0,182519300,0,182519300,5
2021,Emmet,Michigan,Industrial-Manufacturing,0,9759000,0,9759000,6
2021,Emmet,Michigan,Electric Power Generation,0,0,0,0,7
2021,Genesee,Michigan,Public Water Supply,4551380000,1380545100,0,5931925100,1
2021,Genesee,Michigan,Irrigation,0,46223377,59514072,105737449,2
2021,Genesee,Michigan,Electric Power Generation,0,40584895,0,40584895,3
2021,Genesee,Michigan,Industrial-Manufacturing,0,6473925,0,6473925,4
2021,Genesee,Michigan,Commercial-Institutional,0,5000000,0,5000000,5
2021,Genesee,Michigan,Livestock,0,0,0,0,6
2021,Genesee,Michigan,Other,0,0,0,0,6
2021,Gladwin,Michigan,Public Water Supply,0,166245698,0,166245698,1
2021,Gladwin,Michigan,Livestock,0,9480000,9480000,18960000,2
2021,Gladwin,Michigan,Irrigation,0,6550000,2732404,9282404,3
2021,Gladwin,Michigan,Commercial-Institutional,0,0,0,0,4
2021,Gladwin,Michigan,Electric Power Generation,0,0,0,0,4
2021,Gladwin,Michigan,Industrial-Manufacturing,0,0,0,0,4
2021,Gladwin,Michigan,Other,0,0,0,0,4
2021,Gogebic,Michigan,Public Water Supply,0,474453000,0,474453000,1
2021,Gogebic,Michigan,Commercial-Institutional,0,0,35000000,35000000,2
2021,Gogebic,Michigan,Industrial-Manufacturing,0,6090240,0,6090240,3
2021,Gogebic,Michigan,Electric Power Generation,0,0,0,0,4
2021,Gogebic,Michigan,Irrigation,0,0,0,0,4
2021,Gogebic,Michigan,Livestock,0,0,0,0,4
2021,Gogebic,Michigan,Other,0,0,0,0,4
2021,Grand Traverse,Michigan,Public Water Supply,1898001000,629903009,0,2527904009,1
2021,Grand Traverse,Michigan,Irrigation,0,349129215,35616800,384746015,2
2021,Grand Traverse,Michigan,Industrial-Manufacturing,0,100204780,29318893,129523673,3
2021,Grand Traverse,Michigan,Commercial-Institutional,0,24635365,0,24635365,4
2021,Grand Traverse,Michigan,Other,0,51000,0,51000,5
2021,Grand Traverse,Michigan,Electric Power Generation,0,0,0,0,6
2021,Grand Traverse,Michigan,Livestock,0,0,0,0,6
2021,Gratiot,Michigan,Irrigation,0,1743269878,181914861,1925184739,1
2021,Gratiot,Michigan,Public Water Supply,0,698894974,0,698894974,2
2021,Gratiot,Michigan,Livestock,0,283514132,283514132,567028264,3
2021,Gratiot,Michigan,Industrial-Manufacturing,0,82672364,0,82672364,4
2021,Gratiot,Michigan,Commercial-Institutional,0,509489,0,509489,5
2021,Gratiot,Michigan,Other,0,145000,0,145000,6
2021,Gratiot,Michigan,Electric Power Generation,0,0,0,0,7
2021,Hillsdale,Michigan,Irrigation,0,1326959611,157207336,1484166947,1
2021,Hillsdale,Michigan,Industrial-Manufacturing,0,697892421,0,697892421,2
2021,Hillsdale,Michigan,Public Water Supply,0,609700936,0,609700936,3
2021,Hillsdale,Michigan,Livestock,0,25821900,25821900,51643800,4
2021,Hillsdale,Michigan,Commercial-Institutional,0,7540443,0,7540443,5
2021,Hillsdale,Michigan,Other,0,2862885,0,2862885,6
2021,Hillsdale,Michigan,Electric Power Generation,0,0,0,0,7
2021,Houghton,Michigan,Public Water Supply,0,893354100,0,893354100,1
2021,Houghton,Michigan,Irrigation,0,0,10025000,10025000,2
2021,Houghton,Michigan,Commercial-Institutional,0,0,0,0,3
2021,Houghton,Michigan,Electric Power Generation,0,0,0,0,3
2021,Houghton,Michigan,Industrial-Manufacturing,0,0,0,0,3
2021,Houghton,Michigan,Livestock,0,0,0,0,3
2021,Houghton,Michigan,Other,0,0,0,0,3
2021,Huron,Michigan,Public Water Supply,705663000,179265400,0,884928400,1
2021,Huron,Michigan,Livestock,0,244286135,244286135,488572270,2
2021,Huron,Michigan,Irrigation,2590500,177292019,202316532,382199051,3
2021,Huron,Michigan,Industrial-Manufacturing,0,12643200,0,12643200,4
2021,Huron,Michigan,Commercial-Institutional,0,22500,0,22500,5
2021,Huron,Michigan,Electric Power Generation,0,0,0,0,6
2021,Huron,Michigan,Other,0,0,0,0,6
2021,Ingham,Michigan,Public Water Supply,0,9266716850,0,9266716850,1
2021,Ingham,Michigan,Irrigation,0,153993412,70089307,224082719,2
2021,Ingham,Michigan,Other,0,137487385,0,137487385,3
2021,Ingham,Michigan,Industrial-Manufacturing,0,37510029,0,37510029,4
2021,Ingham,Michigan,Commercial-Institutional,0,33781532,1823000,35604532,5
2021,Ingham,Michigan,Livestock,0,9025000,9025000,18050000,6
2021,Ingham,Michigan,Electric Power Generation,0,0,0,0,7
2021,Ionia,Michigan,Public Water Supply,0,1491531056,0,1491531056,1
2021,Ionia,Michigan,Irrigation,0,332141851,507895485,840037336,2
2021,Ionia,Michigan,Livestock,0,160324157,160324157,320648314,3
2021,Ionia,Michigan,Commercial-Institutional,0,34254486,0,34254486,4
2021,Ionia,Michigan,Industrial-Manufacturing,0,21685390,0,21685390,5
2021,Ionia,Michigan,Other,0,7700,0,7700,6
2021,Ionia,Michigan,Electric Power Generation,0,0,0,0,7
2021,Iosco,Michigan,Public Water Supply,460108000,3662994,0,463770994,1
2021,Iosco,Michigan,Irrigation,0,123315000,0,123315000,2
2021,Iosco,Michigan,Industrial-Manufacturing,0,389187,21554215,21943402,3
2021,Iosco,Michigan,Livestock,0,427000,427000,854000,4
2021,Iosco,Michigan,Commercial-Institutional,0,0,0,0,5
2021,Iosco,Michigan,Electric Power Generation,0,0,0,0,5
